M?,Tàn,Tàn Ti?ng Anh,C?p,Ngh? ??nh,Ghi ch£,M? TP,T?nh / ThÖnh Ph?
00637,Ph??ng ??i M?,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Trung V?n thÖnh ph??ng ??i M?, h?p nh?t 1 ph?n ph??ng D??ng N?i, 1 ph?n ph??ng ??i M?, 1 ph?n ph??ng M? Lao, 1 ph?n ph??ng M? Trç, 1 ph?n ph??ng NhÉn Ch°nh, 1 ph?n ph??ng Ph£ ?ì, 1 ph?n ph??ng Trung Hïa, 1 ph?n ph??ng Trung V?n. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
00640,X? Thanh Trç,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh x? Thanh Trç, h?p nh?t 1 ph?n th? tr?n V?n ?i?n, 1 ph?n x? Ng? Hi?p, 1 ph?n x? Yàn M?, 1 ph?n x? V?nh Qu?nh, 1 ph?n x? Duyàn HÖ, 1 ph?n x? T? Hi?p, 1 ph?n ph??ng Yàn S? . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
00643,Ph??ng Thanh Li?t,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? TÉn Tri?u thÖnh ph??ng Thanh Li?t, h?p nh?t 1 ph?n ph??ng ??i Kim, 1 ph?n ph??ng Thanh XuÉn B?c, 1 ph?n ph??ng H? ?çnh, 1 ph?n ph??ng V?n Qu†n, 1 ph?n x? Thanh Li?t, 1 ph?n x? TÉn Tri?u, 1 ph?n x? T? Thanh Oai. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
00664,X? ??i Thanh,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? V?nh Qu?nh thÖnh x? ??i Thanh, h?p nh?t 1 ph?n ph??ng Ki?n H?ng, 1 ph?n th? tr?n V?n ?i?n, 1 ph?n x? Tam Hi?p thu?c huy?n Thanh Trç (tr??c khi th?c hi?n s?p x?p), 1 ph?n x? H?u Hïa, 1 ph?n x? T? Thanh Oai, 1 ph?n x? V?nh Qu?nh. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
00679,X? Ng?c H?i,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??i ?ng thÖnh x? Ng?c H?i, h?p nh?t x? Ng?c H?i, 1 ph?n x? Duyàn Th†i, 1 ph?n x? ??i ?ng, 1 ph?n x? Kh†nh HÖ, 1 ph?n x? Liàn Ninh. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
00685,X? Nam Phó,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ?ìng M? thÖnh x? Nam Phó, h?p nh?t x? V?n Ph£c, 1 ph?n x? Liàn Ninh, 1 ph?n x? Ninh S?, 1 ph?n x? Duyàn Th†i, 1 ph?n x? ?ìng M?, 1 ph?n x? Duyàn HÖ, 1 ph?n x? Ng? Hi?p, 1 ph?n x? Yàn M? . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
04930,X? Yàn XuÉn,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Yàn Bçnh thÖnh x? Yàn XuÉn, h?p nh?t x? ?ìng XuÉn thu?c huy?n Qu?c Oai (tr??c khi th?c hi?n s?p x?p) vÖ x? Yàn Bçnh, x? Yàn Trung, 1 ph?n x? Ti?n XuÉn, 1 ph?n x? Th?ch Hïa. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
08974,X? Quang Minh,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??i Th?nh thÖnh x? Quang Minh, h?p nh?t th? tr?n Chi ?ìng, th? tr?n Quang Minh, 1 ph?n x? Mà Linh, 1 ph?n x? Ti?n Phong (huy?n Mà Linh), 1 ph?n x? ??i Th?nh, 1 ph?n x? Kim Hoa, 1 ph?n x? Thanh LÉm  . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
08980,X? Yàn L?ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn x? Th?ch ?Ö thÖnh x? Yàn L?ng, h?p nh?t c†c x? Chu Phan, HoÖng Kim, Liàn M?c, 1 ph?n x? Ti?n Th?nh, 1 ph?n x? Th?nh ?Ö, 1 ph?n x? V?n Khà, 1 ph?n x? Ti?n Th?nh, 1 ph?n x? Th? An, 1 ph?n x? Th? XuÉn, 1 ph?n x? Trung ChÉu, 1 ph?n x? H?ng HÖ. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
08995,X? Ti?n Th?ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tam ??ng thÖnh x? Ti?n Th?ng, h?p nh?t c†c x? Tam ??ng, Ti?n Th?ng, T? L?p, 1 ph?n x? ??i Th?nh, 1 ph?n x? Kim Hoa, 1 ph?n x? Thanh LÉm, 1 ph?n x? V?n Khà, 1 ph?n x? Th?ch ?Ö. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09022,X? Mà Linh,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tr†ng Vi?t thÖnh x? Mà Linh, h?p nh?t x? Tr†ng Vi?t, 1 ph?n x? Ti?n Phong thu?c huy?n Mà Linh (tr??c khi th?c hi?n s?p x?p), 1 ph?n x? V?n Khà, 1 ph?n x? Mà Linh, 1 ph?n x? ??i Th?nh, 1 ph?n x? H?ng HÖ, 1 ph?n x? Liàn H?ng, 1 ph?n x? Liàn Tr. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09552,Ph??ng Ki?n H?ng ,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn ph??ng Ph£ La thÖnh ph??ng Ki?n H?ng, h?p nh?t 1 ph?n ph??ng Ki?n H?ng, 1 ph?n ph??ng Ph£ L??ng, 1 ph?n ph??ng HÖ C?u, 1 ph?n ph??ng Quang Trung thu?c qu?n HÖ ?ìng (tr??c khi th?c hi?n s?p x?p), 1 ph?n ph??ng Ph£ La. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09556,Ph??ng HÖ ?ìng,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng HÖ C?u thÖnh ph??ng HÖ ?ìng, h?p nh?t ph??ng Ph£c La, ph??ng V?n Ph£c, 1 ph?n ph??ng Quang Trung thu?c qu?n HÖ ?ìng (tr??c khi th?c hi?n s?p x?p), 1 ph?n ph??ng ??i M?, 1 ph?n ph??ng HÖ C?u, 1 ph?n ph??ng La Khà, 1 ph?n ph??ng V?n Qu†n, . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09562,Ph??ng Yàn Ngh?a,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t 1 ph?n ph??ng ??ng Mai, 1 ph?n ph??ng Yàn Ngh?a. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09568,Ph??ng Ph£ L??ng,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Ph£ L?m thÖnh ph??ng Ph£ L??ng, h?p nh?t ph??ng Ph£ L?m, 1 ph?n ph??ng Ki?n H?ng, 1 ph?n ph??ng Ph£ L??ng, 1 ph?n x? C? Khà, 1 ph?n x? H?u Hïa. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09574,Ph??ng S?n TÉy,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn ph??ng Ngì Quy?n thÖnh ph??ng S?n TÉy, h?p nh?t ph??ng Ngì Quy?n, Ph£ Th?nh, Viàn S?n, x? ???ng LÉm, 1 ph?n ph??ng Trung H?ng, 1 ph?n ph??ng S?n L?c, 1 ph?n x? Thanh M? . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09604,Ph??ng Tóng Thi?n,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh ph??ng Tóng Thi?n, h?p nh?t ph??ng XuÉn Khanh, ph??ng Trung S?n Tr?m, x? XuÉn S?n, 1 ph?n ph??ng Trung H?ng, 1 ph?n ph??ng S?n L?c, 1 ph?n x? Thanh M?. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09616,X? ?oÖi Ph??ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? C? ?ìng thÖnh x? ?oÖi Ph??ng, h?p nh?t x? Kim S?n, x? S?n ?ìng vÖ 1 ph?n x? C? ?ìng. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09619,X? Qu?ng Oai,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh x? Qu?ng Oai, h?p nh?t c†c x? Cam Th??ng, ?ìng Quang, Tiàn Phong, 1 ph?n x? Th?y An, 1 ph?n th? tr?n TÉy ??ng, 1 ph?n x? Chu Minh. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09634,X? C? ?ì,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? V?n Th?ng thÖnh x? C? ?ì, h?p nh?t x? Ph£ C??ng thu?c huy?n Ba Vç (tr??c khi th?c hi?n s?p x?p) vÖ c†c x? C? ?ì, Phong VÉn, Ph£ H?ng, Ph£ ?ìng, V?n Th?ng. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09661,X? Minh ChÉu,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Minh ChÉu vÖ 1 ph?n th? tr?n TÉy ??ng, 1 ph?n x? Chu Minh. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09664,X? V?t L?i,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Th†i Hïa, x? Ph£ S?n thu?c huy?n Ba Vç (tr??c khi th?c hi?n s?p x?p) vÖ c†c x? ??ng Th†i, Ph£ ChÉu, V?t L?i. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09676,X? B?t B?t,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? S?n ?Ö thÖnh x? B?t B?t, h?p nh?t c†c x? Thu?n M?, Tïng B?t, S?n ?Ö, 1 ph?n x? C?m L?nh, 1 ph?n x? Minh Quang. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09694,X? Su?i Hai,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? T?n L?nh thÖnh x? Su?i Hai, h?p nh?t x? Ba Tr?i, x? T?n L?nh,1 ph?n x? Th?y An, 1 ph?n x? C?m L?nh. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09700,X? Ba Vç,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Minh Quang thÖnh x? Ba Vç, h?p nh?t x? Ba Vç, x? Kh†nh Th??ng, 1 ph?n x? Minh Quang . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09706,X? Yàn BÖi ,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? VÉn Hïa thÖnh x? Yàn BÖi, h?p nh?t x? VÉn Hïa, x? Yàn BÖi vÖ 1 ph?n x? Th?ch Hïa. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09715,X? Ph£c Th?,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n Ph£c Th? vÖ c†c x? Long Th??ng, Ph£c Hïa, Ph?ng Th??ng, T°ch L?c, Tr?ch M? L?c. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09739,X? Ph£c L?c,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? V?ng Xuyàn thÖnh x? Ph£c L?c, h?p nh?t c†c x? Nam HÖ, Sen Ph??ng, VÉn Ph£c, V?ng Xuyàn vÖ XuÉn ?çnh . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09772,X? H†t Mìn,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tam Thu?n thÖnh x? H†t Mìn, h?p nh?t x? Tam Hi?p thu?c huy?n Ph£c Th? (tr??c khi th?c hi?n s?p x?p) vÖ c†c x? H†t Mìn, Hi?p Thu?n, Liàn Hi?p, Ng?c T?o, Tam Thu?n, Thanh ?a. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09784,Xa? ?an Ph??ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh x? ?an Ph??ng, h?p nh?t th? tr?n Phóng, c†c x? ??ng Th†p, Song Ph??ng, Th??ng M?, ?an Ph??ng. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09787,X? Liàn Minh,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Trung ChÉu thÖnh x? Liàn Minh, h?p nh?t x? Ph??ng ?çnh, 1 ph?n x? Th? An, 1 ph?n x? Th? XuÉn, 1 ph?n x? H?ng HÖ, 1 ph?n x? Ti?n Th?nh, 1 ph?n x? Trung ChÉu. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09817,X? ? Diàn,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÉn H?i thÖnh x? ? Diàn, h?p nh?t x? H? M?, x? TÉn H?i, 1 ph?n x? Liàn HÖ thu?c huy?n ?an Ph??ng (tr??c khi th?c hi?n s?p x?p), 1 ph?n x? H?ng HÖ, 1 ph?n x? Liàn H?ng, 1 ph?n x? Liàn Trung, 1 ph?n x? V?n Khà, 1 ph?n x? TÉy T?u, 1 ph?n x? TÉn. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09832,X? HoÖi ??c,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh x? HoÖi ??c, h?p nh?t th? tr?n Tr?m Trìi, c†c x? Di Tr?ch, ??c Giang, ??c Th??ng, 1 ph?n x? Kim Chung thu?c huy?n HoÖi ??c (tr??c khi th?c hi?n s?p x?p), 1 ph?n ph??ng TÉy T?u, 1 ph?n x? TÉn L?p . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09856,X? D??ng Hïa,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Yàn S? thÖnh x? D??ng Hïa, h?p nh?t c†c xa? C†t Qu?, D??ng Li?u, ??c S?, Minh Khai vÖ Yàn S?. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09871,X? S?n ??ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ti?n Yàn thÖnh x? S?n ??ng, h?p nh?t c†c x? L?i Yàn, S?n ??ng, Ti?n Yàn, 1 ph?n x? An Kh†nh, 1 ph?n x? Song Ph??ng, 1 ph?n x? VÉn Cìn, 1 ph?n x? An Th??ng, 1 ph?n x? x? VÉn Canh . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09877,X? An Kh†nh,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? ?ìng La, 1 ph?n ph??ng D??ng N?i, 1 ph?n x? An Kh†nh, 1 ph?n x? La Phó, 1 ph?n x? Song Ph??ng, 1 ph?n x? VÉn Cìn, 1 ph?n x? An Th??ng. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09886,Ph??ng D??ng N?i,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t 1 ph?n ph??ng D??ng N?i, 1 ph?n ph??ng Ph£ La, 1 ph?n ph??ng Yàn Ngh?a, 1 ph?n x? La Phó, 1 ph?n ph??ng ??i M?, 1 ph?n ph??ng La Khà. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09895,X? Qu?c Oai,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t x? Th?ch Th†n, x? SÖi S?n, 1 ph?n x? Ng?c M?, 1 ph?n c?a th? tr?n Qu?c Oai, 1 ph?n x? Ph??ng S?n . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09910,X? Ki?u Ph£,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ng?c M? thÖnh x? Ki?u Ph£, h?p nh?t c†c x? C?n H?u, Li?p Ngh?a, Tuy?t Ngh?a, 1 ph?n x? Ng?c Li?p, 1 ph?n x? Quang Trung, 1 ph?n x? Ng?c M? . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09931,Xa? H?ng ??o ,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? C?ng Hïa thÖnh x? H?ng ??o, h?p nh?t x? C?ng Hïa, x? ??ng Quang, x? H?ng ??o. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09952,X? Ph£ C†t ,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ?ìng Yàn thÖnh x? Ph£ C†t, h?p nh?t x? ?ìng Yàn, x? Hïa Th?ch, x? Ph£ M?n vÖ 1 ph?n x? Ph£ C†t. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09955,X? Th?ch Th?t,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh x? Th?ch Th?t, h?p nh?t th? tr?n Liàn Quan vÖ c†c x? C?m Yàn, ??i ??ng, Kim Quan, L?i Th??ng, Ph£ Kim. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09982,X? H? B?ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Yàn thÖnh x? H? B?ng, h?p nh?t x? C?n Ki?m, x? ??ng Tr£c, 1 ph?n x? Bçnh Yàn, 1 ph?n x? H? B?ng, 1 ph?n x? TÉn X?, 1 ph?n x? Ph£ C†t. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
09988,X? Hïa L?c,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Th?ch Hïa thÖnh x? Hïa L?c, h?p nh?t x? Ti?n XuÉn, x? Th?ch Hïa, 1 ph?n x? C? ?ìng, 1 ph?n x? Bçnh Yàn, 1 ph?n x? H? B?ng, 1 ph?n x? TÉn X? . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10003,X? TÉy Ph??ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x?Th?ch X† thÖnh x? TÉy Ph??ng, h?p nh?t x? Phóng X† thu?c huy?n Th?ch Th?t (tr??c khi th?c hi?n s?p x?p) vÖ c†c x? H??ng Ng?i, Lam S?n, Th?ch X†, 1 ph?n x? Quang Trung, 1 ph?n th? tr?n Qu?c Oai, 1 ph?n x? Ng?c Li?p, 1 ph?n x? Ng?c M?, 1 ph?n x. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10015,Ph??ng Ch??ng M?,,Ph??ng,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn thÖnh ph??ng Ch??ng M?, h?p nh?t ph??ng Biàn Giang, th? tr?n Ch£c S?n, c†c x? ??i Yàn, Ng?c Hïa, Ph?ng ChÉu, Tiàn Ph??ng, Thu? H??ng, 1 ph?n ph??ng ??ng Mai. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10030,X? Ph£ Ngh?a,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ?ìng Ph??ng Yàn thÖnh x? Ph£ Ngh?a, h?p nh?t c†c x? ?ìng Ph??ng Yàn, ?ìng S?n, Thanh Bçnh, Trung Hïa, Tr??ng Yàn vÖ Ph£ Ngh?a . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10045,X? XuÉn Mai,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Th?y XuÉn Tiàn thÖnh x? XuÉn Mai, h?p nh?t th? tr?n XuÉn Mai, x? Nam Ph??ng Ti?n, x? Th?y XuÉn Tiàn, 1 ph?n x? TÉn Ti?n. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10072,X? Qu?ng B?,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?p ??ng thÖnh x? Qu?ng B?, h?p nh?t c†c x? HoÖng Di?u, H?p ??ng, Qu?ng B?, T?t ??ng, 1 ph?n x? Lam ?i?n . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10081,X? Tr?n Ph£ ,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?u V?n thÖnh x? Tr?n Ph£, h?p nh?t c†c x? HoÖng V?n Th?, H?u V?n, M? L??ng, Tr?n Ph£, 1 ph?n x? ??ng TÉm, 1 ph?n x? TÉn Ti?n . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10096,X? Hïa Ph£ ,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng Ph£ thÖnh x? Hïa Ph£, h?p nh?t c?a x? Hïa Ph£ thu?c huy?n Ch??ng M? (tr??c khi th?c hi?n s?p x?p) vÖ c†c x? ??ng L?c, H?ng Ph£, Th??ng V?c, V?n V?, 1 ph?n x? Kim Th? . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10114,X? Thanh Oai,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? th? tr?n Kim BÖi thÖnh x? Thanh Oai, h?p nh?t th? tr?n Kim BÖi, x? ?? ??ng, x? Kim An, x? Ph??ng Trung, x? Thanh Mai, 1 ph?n x? Kim Th? . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10126,X? Bçnh Minh ,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? B°ch Hïa thÖnh x? Bçnh Minh, h?p nh?t x? B°ch Hïa, x? Bçnh Minh, x? Cao Viàn, x? Thanh Cao, 1 ph?n x? C? Khà, 1 ph?n x? Lam ?i?n, 1 ph?n x? C? Khà, 1 ph?n ph??ng Ph£ L??ng. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10144,X? Tam H?ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Thanh Thóy thÖnh x? Tam H?ng, h?p nh?t x? M? H?ng, x? Thanh Thóy, x? Thanh V?n, x? Tam H?ng. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10180,X? DÉn Hïa ,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H?ng D??ng thÖnh x? DÉn Hïa, h?p nh?t x? Cao XuÉn D??ng, x? DÉn Hïa, x? H?ng D??ng, x? Liàn ChÉu, x? TÉn ??c. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10183,X? Th??ng T°n,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n Th??ng T°n, x? Ti?n Phong, x? Hi?n Giang, x? Hïa Bçnh, x? Nh? Khà, x? V?n Bçnh, x? V?n Ph£, 1 ph?n x? ??i ?ng, 1 ph?n x? Kh†nh HÖ. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10210,X? H?ng VÉn,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? VÉn T?o thÖnh x? H?ng VÉn, h?p nh?t x? HÖ H?i, x? H?ng VÉn, x? Liàn Ph??ng, x? VÉn T?o, 1 ph?n x? Duyàn Th†i, 1 ph?n x? Ninh S?, 1 ph?n x? ?ìng M?. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10231,X? Th??ng Ph£c,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Nguy?n Tr?i thÖnh x? Th??ng Ph£c, h?p nh?t x? TÉn Minh (huy?n Th??ng T°n), x? D?ng Ti?n, x? Qu?t ??ng, x? Nghiàm Xuyàn, x? Nguy?n Tr?i. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10237,X? Ch??ng D??ng,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Ch??ng D??ng, x? Là L?i, x? Th?ng L?i, x? T? Nhiàn, 1 ph?n x? Tì Hi?u, 1 ph?n x? V?n Nh?t. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10273,X? Ph£ Xuyàn,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n Ph£ Minh, th? tr?n Ph£ Xuyàn, x? H?ng Th†i, x? Minh C??ng, x? Nam Phong, x? Nam Ti?n, x? Quang HÖ, x? V?n T?, 1 ph?n x? Tì Hi?u, 1 ph?n x? V?n Nh?t . B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10279,X? Ph??ng D?c,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? HoÖng Long, x? H?ng Minh, x? Ph£ T£c, x? V?n HoÖng, x? Ph??ng D?c. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10330,X? Chuyàn M?,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? VÉn T? thÖnh x? Chuyàn M?, h?p nh?t x? TÉn DÉn (huy?n Ph£ Xuyàn), x? ChÉu Can, x? Ph£ Yàn, x? VÉn T?, x? Chuyàn M?. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10342,X? ??i Xuyàn,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? B?ch H? thÖnh x? ??i Xuyàn, h?p nh?t x? B?ch H?, x? Khai Th†i, x? Minh TÉn, x? Ph£c Ti?n, x? Quang L?ng, x? Tri Th?y, x? ??i Xuyàn. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10354,X? VÉn ?çnh,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, h?p nh?t th? tr?n VÉn ?çnh, c†c x? Cao S?n Ti?n, Ph??ng T£ vÖ T?o D??ng V?n. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10369,X? ?ng Thiàn,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tr??ng Th?nh thÖnh x? ?ng Thiàn, h?p nh?t x? Hoa Viàn, Liàn B?t, Qu?ng Ph£ C?u vÖ Tr??ng Th?nh. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
10402,X? ?ng Hïa,,X?,S?: 1656/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tr?m L?ng thÖnh x? ?ng Hïa, h?p nh?t x? ??i C??ng, ??i Hóng, ?ìng L?, ??ng TÉn, Kim ???ng, Minh ??c, Tr?m L?ng vÖ Trung T£. B? c?p huy?n",01,ThÖnh ph? HÖ N?i
